window_id,metric,river,analysis_cohort,n_years,year_min,year_max,value_mean,value_median,slope_ols_per_year,slope_ols_p_value,slope_ols_r2,slope_theilsen_per_year,kendall_tau,kendall_p_value,trend_direction,trend_strength,detectable_trend,confidence_caveat
discharge_centered_freshet,window_flux_TgC,Yukon,core_2003_2024,4,2007,2020,0.6268778159005735,0.525035784767765,0.05603958709793587,0.0917198660740005,0.8249728016846316,0.05386862786447082,1.0,0.08333333333333333,flat_or_uncertain,not_detected,False,DOC_concentration_uncertainty_only;discharge_uncertainty_not_propagated
discharge_centered_freshet,window_fraction_of_annual,Yukon,core_2003_2024,4,2007,2020,0.45768552333034174,0.46215084170592546,0.02456928978954364,0.0032351296244190753,0.9935402068148487,0.02513702266333496,1.0,0.08333333333333333,increasing,strong,True,DOC_concentration_uncertainty_only;discharge_uncertainty_not_propagated
discharge_centered_freshet,window_start_doy,Yukon,core_2003_2024,4,2007,2020,82.25,82.0,3.888888888888889,0.019164953912355065,0.9620373876337526,3.564102564102564,0.9128709291752769,0.07095149242730563,increasing,strong,True,DOC_concentration_uncertainty_only;discharge_uncertainty_not_propagated
discharge_centered_freshet,window_end_doy,Yukon,core_2003_2024,4,2007,2020,186.25,187.0,3.507936507936508,0.002006851848920022,0.9959903237565034,3.4743589743589745,1.0,0.08333333333333333,increasing,moderate,True,DOC_concentration_uncertainty_only;discharge_uncertainty_not_propagated
discharge_centered_freshet,window_peak_q_doy,Yukon,core_2003_2024,4,2007,2020,142.25,140.0,0.9603174603174603,0.416041256398493,0.3410078142286506,1.064102564102564,0.3333333333333334,0.75,flat_or_uncertain,not_detected,False,DOC_concentration_uncertainty_only;discharge_uncertainty_not_propagated
discharge_centered_freshet,window_length_days,Yukon,core_2003_2024,4,2007,2020,105.0,104.0,-0.38095238095238093,0.5806860653112327,0.17582417582417584,-0.08974358974358973,0.0,1.0,flat_or_uncertain,not_detected,False,DOC_concentration_uncertainty_only;discharge_uncertainty_not_propagated
fixed_may_july_reference,window_flux_TgC,Kolyma,core_2003_2024,19,2003,2024,0.5540821376176329,0.5113029891600233,-0.002085271886805428,0.7454051126421465,0.006366477854628147,-0.00022442985623044294,-0.017543859649122806,0.945006868714699,flat_or_uncertain,not_detected,False,DOC_concentration_uncertainty_only;discharge_uncertainty_not_propagated
fixed_may_july_reference,window_fraction_of_annual,Kolyma,core_2003_2024,19,2003,2024,0.7016389725905773,0.6936638729531034,-0.001819737774667707,0.5515626177848887,0.021246420980275623,-0.0030027370822363285,-0.12280701754385964,0.48933805877747416,flat_or_uncertain,not_detected,False,DOC_concentration_uncertainty_only;discharge_uncertainty_not_propagated
fixed_may_july_reference,window_start_doy,Kolyma,core_2003_2024,19,2003,2024,121.3157894736842,121.0,0.002277039848197343,0.8951832799183,0.0010509414683987728,0.0,0.03463495556440874,0.8607562233837367,flat_or_uncertain,not_detected,False,DOC_concentration_uncertainty_only;discharge_uncertainty_not_propagated
fixed_may_july_reference,window_end_doy,Kolyma,core_2003_2024,19,2003,2024,212.31578947368422,212.0,0.0022770398481973438,0.8951832799182999,0.001050941468398774,0.0,0.03463495556440874,0.8607562233837367,flat_or_uncertain,not_detected,False,DOC_concentration_uncertainty_only;discharge_uncertainty_not_propagated
fixed_may_july_reference,window_peak_q_doy,Kolyma,core_2003_2024,19,2003,2024,152.1578947368421,151.0,-0.2836812144212524,0.10141016179627803,0.14996584708619956,-0.3076923076923077,-0.3244428422615251,0.0572649894246617,flat_or_uncertain,not_detected,False,DOC_concentration_uncertainty_only;discharge_uncertainty_not_propagated
fixed_may_july_reference,window_length_days,Kolyma,core_2003_2024,19,2003,2024,92.0,92.0,0.0,,,0.0,,,flat_or_uncertain,not_detected,False,DOC_concentration_uncertainty_only;discharge_uncertainty_not_propagated
fixed_may_july_reference,window_flux_TgC,Lena,core_2003_2024,22,2003,2024,4.147353924237967,4.363392577105712,-0.013484009041454805,0.522953897719999,0.020701271801326852,-0.005925227605431066,-0.09090909090909091,0.5770090763883768,flat_or_uncertain,not_detected,False,DOC_concentration_uncertainty_only;discharge_uncertainty_not_propagated
fixed_may_july_reference,window_fraction_of_annual,Lena,core_2003_2024,22,2003,2024,0.6606004615940128,0.6615126490276657,0.0009054538144966648,0.6647111145295082,0.009583814411219941,0.001453568779575698,0.07359307359307359,0.6555978590524786,flat_or_uncertain,not_detected,False,DOC_concentration_uncertainty_only;discharge_uncertainty_not_propagated
fixed_may_july_reference,window_start_doy,Lena,core_2003_2024,22,2003,2024,121.27272727272727,121.0,0.003387916431394692,0.8311103531103068,0.00232919254658385,0.0,0.040291148201269014,0.8249655688349901,flat_or_uncertain,not_detected,False,DOC_concentration_uncertainty_only;discharge_uncertainty_not_propagated
fixed_may_july_reference,window_end_doy,Lena,core_2003_2024,22,2003,2024,212.27272727272728,212.0,0.003387916431394692,0.8311103531103069,0.002329192546583849,0.0,0.040291148201269014,0.8249655688349901,flat_or_uncertain,not_detected,False,DOC_concentration_uncertainty_only;discharge_uncertainty_not_propagated
fixed_may_july_reference,window_peak_q_doy,Lena,core_2003_2024,22,2003,2024,153.22727272727272,153.0,-0.12704686617730096,0.2694520753979964,0.060597609132553465,-0.125,-0.1709112773478784,0.27923470335190415,flat_or_uncertain,not_detected,False,DOC_concentration_uncertainty_only;discharge_uncertainty_not_propagated
fixed_may_july_reference,window_length_days,Lena,core_2003_2024,22,2003,2024,92.0,92.0,0.0,,,0.0,,,flat_or_uncertain,not_detected,False,DOC_concentration_uncertainty_only;discharge_uncertainty_not_propagated
fixed_may_july_reference,window_flux_TgC,Mackenzie,core_2003_2024,22,2003,2024,0.7754859097615462,0.7876131737429775,-0.006846181091881082,0.27600419438946044,0.05901353890289101,-0.010948862665024402,-0.16017316017316016,0.31397950542939346,flat_or_uncertain,not_detected,False,DOC_concentration_uncertainty_only;discharge_uncertainty_not_propagated
