river,year,window_id,start_date,end_date,peak_q_date,peak_Q_m3s,window_length_days,definition_status,fallback_used,snow_data_used,q_data_used,n_days_with_flux,n_days_expected,coverage_rate,window_confidence_tier,caveat_reason
Yukon,2016,discharge_centered_freshet,2016-03-01,2016-08-31,2016-08-31,17047.0,184,ok,False,False,True,184,184,1.0,low,implausible_window_length
Yukon,2016,q75_peak_contiguous,2016-08-06,2016-08-31,2016-08-31,17047.0,26,ok,False,False,True,26,26,1.0,high,ok
Yukon,2016,snow_depletion_assisted,2016-04-03,2016-08-31,2016-08-31,17047.0,151,partial_snow_rule_fallback,True,True,True,151,151,1.0,low,fallback_used;implausible_window_length;partial_snow_rule_fallback
Yukon,2016,common_overlap_w1_w2,2016-08-06,2016-08-31,2016-08-31,17047.0,26,ok,False,False,True,26,26,1.0,high,ok
Yukon,2017,fixed_may_july_reference,2017-05-01,2017-07-31,2017-05-31,15857.0,92,reference_only,False,False,False,92,92,1.0,high,reference_only
Yukon,2017,discharge_centered_freshet,2017-03-01,2017-07-05,2017-05-31,15857.0,127,ok,False,False,True,127,127,1.0,low,implausible_window_length
Yukon,2017,q75_peak_contiguous,2017-05-19,2017-06-16,2017-05-31,15857.0,29,ok,False,False,True,29,29,1.0,high,ok
Yukon,2017,snow_depletion_assisted,2017-04-14,2017-07-05,2017-05-31,15857.0,83,partial_snow_rule_fallback,True,True,True,83,83,1.0,medium,fallback_used;partial_snow_rule_fallback
Yukon,2017,common_overlap_w1_w2,2017-05-19,2017-06-16,2017-05-31,15857.0,29,ok,False,False,True,29,29,1.0,high,ok
Yukon,2018,fixed_may_july_reference,2018-05-01,2018-07-31,2018-06-07,18831.0,92,reference_only,False,False,False,92,92,1.0,high,reference_only
Yukon,2018,discharge_centered_freshet,2018-03-01,2018-08-01,2018-06-07,18831.0,154,ok,False,False,True,154,154,1.0,low,implausible_window_length
Yukon,2018,q75_peak_contiguous,2018-05-19,2018-06-30,2018-06-07,18831.0,43,ok,False,False,True,43,43,1.0,high,ok
Yukon,2018,snow_depletion_assisted,2018-04-12,2018-08-01,2018-06-07,18831.0,112,partial_snow_rule_fallback,True,True,True,112,112,1.0,medium,fallback_used;partial_snow_rule_fallback
Yukon,2018,common_overlap_w1_w2,2018-05-19,2018-06-30,2018-06-07,18831.0,43,ok,False,False,True,43,43,1.0,high,ok
Yukon,2019,fixed_may_july_reference,2019-05-01,2019-07-31,2019-06-06,18264.0,92,reference_only,False,False,False,92,92,1.0,high,reference_only
Yukon,2019,discharge_centered_freshet,2019-04-14,2019-07-21,2019-06-06,18264.0,99,ok,False,False,True,99,99,1.0,high,ok
Yukon,2019,q75_peak_contiguous,2019-05-19,2019-06-28,2019-06-06,18264.0,41,ok,False,False,True,41,41,1.0,high,ok
Yukon,2019,snow_depletion_assisted,2019-03-24,2019-07-21,2019-06-06,18264.0,120,partial_snow_rule_fallback,True,True,True,120,120,1.0,medium,fallback_used;partial_snow_rule_fallback
Yukon,2019,common_overlap_w1_w2,2019-05-19,2019-06-28,2019-06-06,18264.0,41,ok,False,False,True,41,41,1.0,high,ok
Yukon,2020,fixed_may_july_reference,2020-05-01,2020-07-31,2020-05-17,19822.0,92,reference_only,False,False,False,92,92,1.0,high,reference_only
Yukon,2020,discharge_centered_freshet,2020-04-14,2020-07-27,2020-05-17,19822.0,105,ok,False,False,True,105,105,1.0,high,ok
Yukon,2020,q75_peak_contiguous,2020-05-14,2020-06-03,2020-05-17,19822.0,21,ok,False,False,True,21,21,1.0,high,ok
Yukon,2020,snow_depletion_assisted,2020-04-16,2020-07-27,2020-05-17,19822.0,103,partial_snow_rule_fallback,True,True,True,103,103,1.0,medium,fallback_used;partial_snow_rule_fallback
Yukon,2020,common_overlap_w1_w2,2020-05-14,2020-06-03,2020-05-17,19822.0,21,ok,False,False,True,21,21,1.0,high,ok
Yukon,2021,fixed_may_july_reference,2021-05-01,2021-07-31,2021-05-23,16650.0,92,reference_only,False,False,False,92,92,1.0,high,reference_only
Yukon,2021,discharge_centered_freshet,2021-03-01,2021-07-31,2021-05-23,16650.0,153,ok,False,False,True,153,153,1.0,low,implausible_window_length
Yukon,2021,q75_peak_contiguous,2021-05-15,2021-06-30,2021-05-23,16650.0,47,ok,False,False,True,47,47,1.0,high,ok
Yukon,2021,snow_depletion_assisted,2021-04-20,2021-07-31,2021-05-23,16650.0,103,partial_snow_rule_fallback,True,True,True,103,103,1.0,medium,fallback_used;partial_snow_rule_fallback
Yukon,2021,common_overlap_w1_w2,2021-05-15,2021-06-30,2021-05-23,16650.0,47,ok,False,False,True,47,47,1.0,high,ok
Yukon,2022,fixed_may_july_reference,2022-05-01,2022-07-31,2022-06-16,19312.0,92,reference_only,False,False,False,92,92,1.0,high,reference_only
Yukon,2022,discharge_centered_freshet,2022-03-01,2022-08-14,2022-06-16,19312.0,167,ok,False,False,True,167,167,1.0,low,implausible_window_length
Yukon,2022,q75_peak_contiguous,2022-05-24,2022-07-08,2022-06-16,19312.0,46,ok,False,False,True,46,46,1.0,high,ok
Yukon,2022,snow_depletion_assisted,2022-04-14,2022-08-14,2022-06-16,19312.0,123,partial_snow_rule_fallback,True,True,True,123,123,1.0,low,fallback_used;implausible_window_length;partial_snow_rule_fallback
Yukon,2022,common_overlap_w1_w2,2022-05-24,2022-07-08,2022-06-16,19312.0,46,ok,False,False,True,46,46,1.0,high,ok
Yukon,2023,fixed_may_july_reference,2023-05-01,2023-07-31,2023-05-27,32281.0,92,reference_only,False,False,False,92,92,1.0,high,reference_only
Yukon,2023,discharge_centered_freshet,2023-03-01,2023-08-24,2023-05-27,32281.0,177,ok,False,False,True,177,177,1.0,low,implausible_window_length
Yukon,2023,q75_peak_contiguous,2023-05-25,2023-07-07,2023-05-27,32281.0,44,ok,False,False,True,44,44,1.0,high,ok
Yukon,2023,snow_depletion_assisted,2023-05-01,2023-08-24,2023-05-27,32281.0,116,partial_snow_rule_fallback,True,True,True,116,116,1.0,medium,fallback_used;partial_snow_rule_fallback
Yukon,2023,common_overlap_w1_w2,2023-05-25,2023-07-07,2023-05-27,32281.0,44,ok,False,False,True,44,44,1.0,high,ok
Yukon,2024,fixed_may_july_reference,2024-05-01,2024-07-31,2024-05-23,18519.0,92,reference_only,False,False,False,92,92,1.0,high,reference_only
Yukon,2024,discharge_centered_freshet,2024-03-01,2024-07-08,2024-05-23,18519.0,130,ok,False,False,True,130,130,1.0,low,implausible_window_length
Yukon,2024,q75_peak_contiguous,2024-05-22,2024-06-27,2024-05-23,18519.0,37,ok,False,False,True,37,37,1.0,high,ok
Yukon,2024,snow_depletion_assisted,2024-03-22,2024-07-08,2024-05-23,18519.0,109,partial_snow_rule_fallback,True,True,True,109,109,1.0,medium,fallback_used;partial_snow_rule_fallback
Yukon,2024,common_overlap_w1_w2,2024-05-22,2024-06-27,2024-05-23,18519.0,37,ok,False,False,True,37,37,1.0,high,ok
Yukon,2025,fixed_may_july_reference,2025-05-01,2025-07-31,2025-06-11,18519.0,92,reference_only,False,False,False,92,92,1.0,high,reference_only
Yukon,2025,discharge_centered_freshet,2025-03-01,2025-08-04,2025-06-11,18519.0,157,ok,False,False,True,157,157,1.0,low,implausible_window_length
Yukon,2025,q75_peak_contiguous,2025-06-03,2025-07-13,2025-06-11,18519.0,41,ok,False,False,True,41,41,1.0,high,ok
Yukon,2025,snow_depletion_assisted,2025-04-26,2025-08-04,2025-06-11,18519.0,101,partial_snow_rule_fallback,True,True,True,101,101,1.0,medium,fallback_used;partial_snow_rule_fallback
Yukon,2025,common_overlap_w1_w2,2025-06-03,2025-07-13,2025-06-11,18519.0,41,ok,False,False,True,41,41,1.0,high,ok
